location_ID,plot_ID,x.m,y.m,burn_severity,S.mm_hr0.5,kfs.mm_hr,hf.m,c1.CI,c2.CI,c1.CL,c2.CL,r2.CL,c1.DL,c2.DL,r2.DL,a1,a2,c1,c2,S.cm_sec0.5,kfs.cm_sec,soil_texture_mdi,n,theta_i.cm3_cm3,theta_s.cm3_cm3,mdiradius.cm,alpha.percm,tension.cm,CI.fit,CL.fit,DL.fit
1_0_5,1,0,5,high,63.11903256646963,164.15940382015964,0.035172708323765095,0.09585585841826472,0.01871579151985047,0.09746326015092055,0.018644650166465257,0.9817800713568744,0.14450876798570056,0.015826957462025268,0.862710361965346,1.070446972390221,3.8879818939846293,0.11260929551829528,0.017729133049447,0.1051983876107827,0.004559983439448879,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_2_8,1,2,8,high,72.50410827167282,309.7850716429805,0.02459323472140186,0.10998484919498697,0.03479594965777132,0.12378028821915038,0.03345242667159506,0.9825442562820882,0.15429387851218737,0.03212151946852023,0.8826159456387799,1.070446972390221,3.8879818939846293,0.12935300530877492,0.03345663193262887,0.12084018045278803,0.0086051408789716809,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_8_8,1,8,8,high,111.88194584216373,310.35565427850037,0.05845360078033229,0.17200743242210514,0.035899293233925274,0.19115603105139253,0.03374151925830974,0.9433159423132702,0.23565498748585656,0.03091395121864521,0.8410198695351541,1.070446972390221,3.8879818939846293,0.19960615031978474,0.03351825457029341,0.18646990973693955,0.008620990396625009,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_3_0,1,3,0,high,67.92897025281431,161.9215915368662,0.04130058541110641,0.10869185386654703,0.018146954984803784,0.1089135401466537,0.018183266686141505,0.9644477623081544,0.1459664087103516,0.01613212967409726,0.9443385121037117,1.070446972390221,3.8879818939846293,0.12119060090785078,0.017487450448347517,0.11321495042135718,0.004497821987135172,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_5_0,1,5,0,high,60.50488841165612,285.74504169671184,0.018567487265080902,0.08265908983335457,0.032822470330454934,0.09610536193169145,0.03153859913949256,0.9825839248645533,0.14507192131028135,0.028219892897777404,0.9056786835987554,1.070446972390221,3.8879818939846293,0.10794545769177578,0.03086032078924163,0.10084148068609354,0.007937362269353107,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_5_5,1,5,5,high,83.51612656210935,154.340011431186,0.06549574231312572,0.13291697952377393,0.017603703948763427,0.13723076110474441,0.017319783649485488,0.9490914603501724,0.17685018349232395,0.015082443231903749,0.8098426737198582,1.070446972390221,3.8879818939846293,0.14899930804028078,0.01666864361005089,0.13919354427018224,0.004287222539755167,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_0_0,1,0,0,high,47.6467098401038,17.794907025311947,0.1848932341324239,0.08109140139549541,0.0020509846452921535,0.07959615974067896,0.002196272234292658,0.7572451343009935,0.09432882032729796,0.0015182661470445823,0.35186825641577923,1.070446972390221,3.8879818939846293,0.0850054604878241,0.0019218410088764648,0.07941118306683967,4.943029729253318e-4,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_1_0,1,1,0,high,53.30392992352577,83.61382669562141,0.04924830274947428,0.09042061320102017,0.009214641556724473,0.09332558462608251,0.009003642367256287,0.9921686601619217,0.10154895418859068,0.008872469765964636,0.8666367212668498,1.070446972390221,3.8879818939846293,0.09509838400523112,0.009030251229981799,0.08883988320587628,0.002322606297100595,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_1_1,1,1,1,high,102.70781737339324,49.35238433834694,0.30977742847766176,0.1776836683389666,0.005471788726112114,0.17900545330371223,0.005394594238350647,0.9363218898299341,0.1930272390981039,0.005123715096575864,0.5361412984663065,1.070446972390221,3.8879818939846293,0.18323878691359424,0.005330032687012875,0.17117969562232208,0.0013708995649540816,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_0_1,1,0,1,high,108.51835222447639,94.54201278254561,0.18052296023193543,0.182807750283688,0.010823404733377728,0.18497651791286013,0.010687923800502926,0.9081365451372868,0.21303143974078365,0.009120140959402742,0.6950388668239944,1.070446972390221,3.8879818939846293,0.19360523597911058,0.010210489831094465,0.1808639203741273,0.0026261670217373784,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_0_3,1,0,3,high,111.36296684531256,149.35570428284623,0.1203401865185042,0.18058949778692568,0.017314691612048464,0.1822583396173457,0.01727671754744205,0.9245990892914391,0.2331929160755155,0.013799613675095204,0.714790907249526,1.070446972390221,3.8879818939846293,0.19868025115992896,0.016130340944861907,0.18560494474218758,0.004148769563412395,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_3_3,1,3,3,high,71.05011398459621,115.81044577182355,0.06317317928611228,0.10799646610906155,0.013801790649436495,0.11331268713976782,0.013380316447625506,0.9459761908626126,0.1589677437651262,0.010340302594199564,0.6898045210441621,1.070446972390221,3.8879818939846293,0.12675896567131853,0.012507469897087188,0.11841685664099369,0.0032169568269950987,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_8_2,1,8,2,high,102.90485056855799,404.4001687273345,0.03794995574883809,0.14152163659552197,0.04742461682290524,0.17049512576000156,0.043983829765368236,0.9588598045645946,0.23875416632138152,0.03961659790641033,0.8289613365464925,1.070446972390221,3.8879818939846293,0.18359030955896835,0.04367501483156127,0.17150808428092998,0.011233338020203737,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_10_0,1,10,0,high,92.5707278677843,247.94930373459556,0.05008819404039668,0.14009310718419588,0.02859620249537836,0.1508259541276917,0.027599617772205005,0.9721181820600403,0.2045412155782562,0.02413938002793356,0.7994052292264566,1.070446972390221,3.8879818939846293,0.16515342563004792,0.026778400098505642,0.15428454644630715,0.006887480659294322,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_10_10,1,10,10,high,15.191968502001956,92.6814675923366,0.0036089935817681276,0.021696218959821083,0.010164188639908764,0.018742742664251095,0.010376032995113934,0.994153971377751,0.040872021814005795,0.00948843402388796,0.9317804390275908,1.070446972390221,3.8879818939846293,0.02710366114602599,0.010009551886303553,0.025319947503336594,0.002574485210898239,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
1_0_10,1,0,10,high,69.18188529839476,126.94625215858814,0.05464064426510607,0.11043703107170881,0.014386902153189938,0.1142176731962786,0.01414093718751163,0.974209133289633,0.14562299404158366,0.012602554817781584,0.8030355682106857,1.070446972390221,3.8879818939846293,0.12342589943652368,0.013710131386161051,0.11530314216399126,0.003526284782183004,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_3_3,2,3,3,high,109.87808137369308,171.3920713923153,0.10208979142778364,0.17413613043604198,0.019914011769740957,0.18136840534013754,0.019315918910451493,0.9341836317781077,0.23258876191640096,0.016300841848627783,0.8427950654985049,1.070446972390221,3.8879818939846293,0.19603109923086015,0.018510257509606744,0.1831301356228218,0.004760890872008758,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_3_0,2,3,0,high,100.59730696768109,120.7622293420282,0.12144859550544237,0.1750865977422048,0.013193237253943833,0.17864612765386287,0.012911865340003305,0.9734586771320479,0.18468768797475182,0.013021677502638282,0.8856157117280546,1.070446972390221,3.8879818939846293,0.1794734711236065,0.01304226003219514,0.16766217827946847,0.003354506370611895,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_5_0,2,5,0,high,117.89308744428084,213.12431703944588,0.09451366131004685,0.18711214605684745,0.02432344954786103,0.19656945158863795,0.023517251852156196,0.9433412775639334,0.2473098949568446,0.021211255751416556,0.5941546655457596,1.070446972390221,3.8879818939846293,0.21033049753411,0.02301731905047793,0.1964884790738014,0.005920119917762386,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_0_5,2,0,5,high,103.68605795473061,163.38767156927918,0.09536134156972237,0.1551723050250318,0.019421023121076377,0.1564003233783303,0.019469255817809488,0.9222629234363997,0.24337950568022979,0.014047080124586189,0.6790094716459335,1.070446972390221,3.8879818939846293,0.18498404469453061,0.017645786354490683,0.17281009659121768,0.004538546432479977,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_0_10,2,0,10,high,86.06301569660747,171.13006067987212,0.06272746326804127,0.14279157097638567,0.019036163601170678,0.14675973630690414,0.01874124229312422,0.9685370375207292,0.1710781656527378,0.01766847555902457,0.7419303627956585,1.070446972390221,3.8879818939846293,0.15354315764534254,0.018481960484439824,0.14343835949434577,0.004753612796663114,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_2_8,2,2,8,high,88.28885271213815,116.55703874365928,0.09692239801297758,0.14667933455951376,0.013051862038248542,0.14499155542276196,0.013227316598458409,0.9792595444159965,0.18087178542529656,0.011485126050944068,0.8455513197771124,1.070446972390221,3.8879818939846293,0.15751422513585742,0.01258810156255034,0.1471480878535636,0.0032376955206572023,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_0_0,2,0,0,high,112.67787755705447,215.4274788342583,0.08541361951975816,0.1803753404408489,0.024858975579137917,0.1928241850648556,0.023642020570335473,0.9620380269657213,0.22987893892582048,0.02129718194838938,0.7260111423678879,1.070446972390221,3.8879818939846293,0.20102615481050834,0.023266059365954255,0.1877964625950908,0.005984096634284952,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_1_1,2,1,1,high,112.61905598612753,122.52124262079109,0.1500248777913127,0.18683687899147203,0.0139689373869437,0.19035739827347956,0.01370990556601666,0.9396163435049041,0.22556936030402347,0.012017854791884112,0.7130795708875686,1.070446972390221,3.8879818939846293,0.2009212125229917,0.013232232581614824,0.18769842664354588,0.0034033678505775303,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_0_3,2,0,3,high,85.1036548476101,362.87069096712344,0.028926470162491356,0.11107295185866306,0.04244248391408867,0.13497453216979524,0.03974900620611908,0.9649265755977758,0.20944726432637456,0.035378066241281224,0.8469442045342853,1.070446972390221,3.8879818939846293,0.1518315827849443,0.039189852120496325,0.14183942474601682,0.01007974141575343,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_1_0,2,1,0,high,65.78111167622399,224.79896133367748,0.027897097881823055,0.10542343438965159,0.02489029753751254,0.10611580722876618,0.02488622130942131,0.9921227337926437,0.14053671755296715,0.023058005440723554,0.9123459883270781,1.070446972390221,3.8879818939846293,0.11735865305712831,0.02427817476255247,0.10963518612703999,0.006244415592602153,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_0_1,2,0,1,high,146.96921550559475,293.38584312580207,0.10670002162596583,0.22401013760183267,0.03476046731302329,0.24761100483560286,0.03203561245779323,0.9673441842649447,0.31499261642521365,0.0282604907312279,0.8010695887762461,1.070446972390221,3.8879818939846293,0.2622045862875497,0.031685523500681476,0.2449486925093246,0.008149606753494501,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_10_0,2,10,0,high,85.38848659265574,156.29537815565166,0.06760882780276166,0.14014386967957634,0.017490798473208988,0.1425586933911873,0.017342046020503984,0.9520541675143559,0.174316671679693,0.015806622204841563,0.7969511895158956,1.070446972390221,3.8879818939846293,0.15233974491681887,0.01687982223285151,0.1423141443210929,0.004341538282101435,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_8_2,2,8,2,high,83.24920179729507,299.3313138539541,0.033555129064450934,0.12807409049392504,0.03376030992990131,0.14103590488502316,0.032465575745306736,0.9786950346389477,0.1764592847101371,0.030757008372025604,0.8507601250273961,1.070446972390221,3.8879818939846293,0.14852309336302844,0.03232763134907789,0.13874866966215846,0.008314758718165392,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_5_5,2,5,5,high,95.90220674149869,81.79031233733257,0.1629694664471177,0.16462849034800311,0.009102501669148104,0.16548013717346607,0.009072472756210504,0.8981655287480603,0.18318250673842237,0.008324963363882781,0.791452093050304,1.070446972390221,3.8879818939846293,0.17109704475329718,0.008833312596413796,0.15983701123583113,0.00227195312048146,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_8_8,2,8,8,high,96.91178383088513,177.29626871644652,0.07677228885878815,0.1568382197249285,0.0201087220021261,0.16225845131949915,0.01970307569133814,0.940662059096119,0.19959795690910512,0.017631925859917217,0.8806486220452211,1.070446972390221,3.8879818939846293,0.17289820931784425,0.019147907851127154,0.16151963971814187,0.004924896353234625,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
2_10_10,2,10,10,high,150.39758643474138,239.968827732097,0.13660852838025492,0.24847958641838916,0.027456626716731547,0.2599995688846946,0.026221631080309418,0.9800517888390046,0.2964840499662437,0.024071280314884844,0.9490409312965395,1.070446972390221,3.8879818939846293,0.26832106842310915,0.02591651270397527,0.25066264405790234,0.006665800770336027,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_0_10,3,0,10,high,115.1585593421195,83.00656019356899,0.23154261750171412,0.19431161115049278,0.009452264812994216,0.19440667432009487,0.009496575750004918,0.9150647821466469,0.22763737049236948,0.00794515969654599,0.7271825451707566,1.070446972390221,3.8879818939846293,0.2054518853209857,0.008964666753181708,0.19193093223686583,0.002305737783154694,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_0_5,3,0,5,high,138.8467207165282,277.95209515266356,0.10051993782923581,0.21754539335945644,0.03248635348903228,0.24803852757634134,0.02917159445506544,0.9169140190542405,0.27755633815079317,0.028398111501623014,0.7297782767043806,1.070446972390221,3.8879818939846293,0.24771341969553032,0.030018686481906913,0.23141120119421366,0.0077208915320184325,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_0_3,3,0,3,high,126.07843432919246,212.0607553549964,0.10863561299008816,0.20225211271352705,0.024659441092975243,0.22359571269305875,0.02249191499183847,0.9464721144144463,0.24895356615033112,0.02155600868559712,0.8447922421223681,1.070446972390221,3.8879818939846293,0.22493379718563897,0.02290245492347028,0.21013072388198745,0.005890576537638789,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_0_1,3,0,1,high,72.08261090236502,257.99515495984133,0.02918773380161788,0.10983000123394043,0.02909468499126553,0.11793004139031536,0.028341041611189326,0.9738830401935501,0.15804302038783907,0.026154314332513636,0.8702878034406746,1.070446972390221,3.8879818939846293,0.12860102100403162,0.02786334697832283,0.12013768483727504,0.007166532082217815,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_0_0,3,0,0,high,95.0980620607332,126.76880675082103,0.10339078684868537,0.1442426430025536,0.015013528504047658,0.15062910819861697,0.014589690447995775,0.9232993026645341,0.21411541186427552,0.01146968316205895,0.6863342093071245,1.070446972390221,3.8879818939846293,0.16966238768848202,0.013690967371367461,0.158496770101222,0.0035213557430783617,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_1_0,3,1,0,high,100.50190084414155,45.752144317530885,0.31995434150725244,0.1657461214375396,0.00543528493570903,0.16772242955341216,0.005357545992407437,0.7964289496974755,0.20444122639941578,0.00403079479834452,0.5641084006558502,1.070446972390221,3.8879818939846293,0.17930325913012252,0.004941208575486996,0.16750316807356924,0.0012708928977091913,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_1_1,3,1,1,high,67.83670922811942,57.98609687631387,0.115015554247357,0.11947406383932957,0.006288135493213266,0.11736221464606555,0.006427696499020869,0.9764376746724861,0.12624172156538593,0.00607157590426145,0.895926975684978,1.070446972390221,3.8879818939846293,0.12102600001692702,0.006262469298831862,0.11306118204686572,0.001610724913230941,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_3_0,3,3,0,high,117.70554714777687,126.51556181771448,0.15870873196851093,0.19520027460782913,0.014519599466007884,0.20157458256286176,0.014032701603282814,0.8797320792412068,0.2332128757186699,0.012438550068589887,0.806468541232011,1.070446972390221,3.8879818939846293,0.20999591096312026,0.013663617045960195,0.19617591191296144,0.00351432116160318,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_5_0,3,5,0,high,94.48505895907778,174.8215049152568,0.07400862432889116,0.13943003454678227,0.020625089112259687,0.15019942353160148,0.019798709726435722,0.9389374653586617,0.21607676841589796,0.01621810497710987,0.6779590912116092,1.070446972390221,3.8879818939846293,0.16856874216476056,0.018880634605268426,0.15747509826512962,0.004856152914312689,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_10_0,3,10,0,high,43.11875736637579,47.216071793145076,0.05706811526127678,0.07397734593010574,0.005194411318460281,0.07400749306669865,0.005208311864439507,0.9493031055365961,0.08279687738352311,0.004895212836835747,0.8789463773493702,1.070446972390221,3.8879818939846293,0.0769272387934425,0.005099312006578512,0.07186459561062632,0.0013115575498095855,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_8_2,3,8,2,high,136.87740280148162,130.81981551888825,0.20755867469441405,0.22717663769563323,0.015174127252617353,0.23951326945596935,0.014097379529799565,0.87464484283252,0.26591009993581116,0.01311391606023699,0.7701077713733396,1.070446972390221,3.8879818939846293,0.24420000236247125,0.014128474280884637,0.22812900466913602,0.0036338837644135625,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_2_8,3,2,8,high,34.74992344244383,54.457681935874255,0.03213656560973921,0.05823664700791348,0.006008417727830374,0.0596227112877687,0.0059264178027545,0.9822418245755768,0.06813039340309765,0.00570937124900287,0.9336970118696103,1.070446972390221,3.8879818939846293,0.061996583899593276,0.005881402259862581,0.057916539070739716,0.0015127133871076183,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_5_5,3,5,5,high,44.155858972721454,87.8814224144208,0.032153666790183784,0.07330653057016112,0.009658261097207155,0.07034068110192078,0.009865861532527548,0.9826819682708986,0.09268531608111437,0.008949325634005547,0.9279002623086877,1.070446972390221,3.8879818939846293,0.07877750925106543,0.00949114942124675,0.07359309828786909,0.0024411506226227997,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_3_3,3,3,3,high,94.50650090492692,73.5031570987192,0.17610362002363855,0.16025858439399027,0.008269646202448772,0.15470457316310202,0.008712430158439881,0.9023759944727425,0.19085783126727124,0.006832835634988683,0.7483137135954298,1.070446972390221,3.8879818939846293,0.16860699627478784,0.007938303998625778,0.15751083484154488,0.002041754363853311,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_10_10,3,10,10,high,79.39962705116834,122.09789756415532,0.07483067254542496,0.12972371303350677,0.013731164261404964,0.12868608764038217,0.013871941221247588,0.9569240188604575,0.16655565125529023,0.011956429102599602,0.8842696672956442,1.070446972390221,3.8879818939846293,0.14165515064305972,0.013186511528417384,0.13233271175194722,0.003391608265670981,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
3_8_8,3,8,8,high,42.32738953474918,169.57271919417863,0.015312210641779402,0.05911602212898378,0.019180189161275472,0.054891924801730704,0.01956967506352153,0.9821834640252358,0.11253818295255444,0.016191440936928526,0.9222957993040846,1.070446972390221,3.8879818939846293,0.07551537662775631,0.018313768387241844,0.07054564922458197,0.0047103533109494064,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_3_0,4,3,0,moderate,76.61792328790636,286.6913305608565,0.029675435539979728,0.10839146383340473,0.03311201957348388,0.11964205912888705,0.03204517906873762,0.9741670875306875,0.18204359710953613,0.027730359889692857,0.8568815387086292,1.070446972390221,3.8879818939846293,0.13669237335727596,0.03096251951063812,0.12769653881317727,0.007963648071134902,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_5_0,4,5,0,moderate,98.30869184952722,209.00743527874315,0.06701515208718958,0.15865967331682107,0.023705559413485844,0.17286713677214957,0.022451445295375582,0.9545370858365907,0.19464439766087735,0.021561088963798374,0.7415785954072311,1.070446972390221,3.8879818939846293,0.17539040258328267,0.0225726978908866,0.16384781974921203,0.005805762091076199,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_10_0,4,10,0,moderate,87.27537842616937,209.66762114474903,0.05265056338081854,0.1236542243805806,0.02477191076226789,0.12864333395939392,0.02444803297654598,0.9732163331631033,0.21482076466254446,0.018712049158320553,0.7748263409210344,1.070446972390221,3.8879818939846293,0.15570610766750634,0.022643997632378142,0.1454589640436156,0.00582410058735414,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_8_2,4,8,2,moderate,64.69834562816506,329.13385836155203,0.018431670570008014,0.07787603653909635,0.03834309023553406,0.09465934435829276,0.03664218606745643,0.9873009397624545,0.1737453600842378,0.03165359719759414,0.889517143686693,1.070446972390221,3.8879818939846293,0.11542691366054231,0.035546291166861546,0.10783057604694177,0.009142607176709778,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_8_8,4,8,8,moderate,103.04695787285499,234.78055171645352,0.06554795407460991,0.16359635552329388,0.026781770421855196,0.18166015940299843,0.025041271314233966,0.9514745393385735,0.2062750054188091,0.024245502775018597,0.8761626616435666,1.070446972390221,3.8879818939846293,0.1838438401150338,0.025356181503702585,0.17174492978809167,0.006521681992123708,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_10_10,4,10,10,moderate,96.04320425622149,83.97156277867943,0.15920325948320305,0.16435793549788905,0.00935593866216762,0.16187428286889044,0.00957149293738499,0.9491815402709639,0.18781356770685995,0.008279228041538996,0.8392985939287707,1.070446972390221,3.8879818939846293,0.1713485953578798,0.009068886547030535,0.16007200709370248,0.002332543410518873,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_0_10,4,0,10,moderate,75.29089676070211,122.90371536437968,0.06684529392743174,0.12520945806753805,0.013641338105443383,0.12368394690500496,0.01379082779941249,0.9775049930581385,0.15408115745764828,0.012388452431823183,0.8921229149433991,1.070446972390221,3.8879818939846293,0.1343248541433971,0.013273539445559685,0.1254848279345035,0.003413992093454991,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_0_5,4,0,5,moderate,157.97904121618285,359.715730388273,0.10055193368113967,0.2536030748765238,0.0413844311176054,0.28536945078396375,0.037442981472617355,0.9737121756983229,0.3065684061943768,0.037719941304032396,0.8560090856512885,1.070446972390221,3.8879818939846293,0.2818469772849548,0.03884911796475172,0.2632984020269714,0.009992103621896472,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_0_3,4,0,3,moderate,89.91057322434955,145.69997616208948,0.08041053684000633,0.14269553836651122,0.016706449418551744,0.1451747753046052,0.016580103956588297,0.9506693032553776,0.19335219079825483,0.01392001906420962,0.8367770902567433,1.070446972390221,3.8879818939846293,0.1604075014897904,0.015735524146449888,0.1498509553739159,0.004047221560058041,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_0_1,4,0,1,moderate,98.45867854749088,128.08176669275196,0.10969115391905422,0.15336068692151997,0.015032768498874784,0.15166586024932718,0.015305437200257632,0.9327642253227649,0.2219474246126709,0.01116009345511618,0.7290949318237824,1.070446972390221,3.8879818939846293,0.17565799059450601,0.013832766384749532,0.16409779757915147,0.003557826852576443,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_0_0,4,0,0,moderate,81.51786628798858,145.03499237740135,0.06640239136076544,0.12369712616193902,0.01686016788902984,0.13083584697314446,0.016341929749145393,0.94904087145887706,0.1817697926833577,0.01378902105828604,0.8785127366951366,1.070446972390221,3.8879818939846293,0.14543425527281373,0.015663706232153757,0.13586311047998095,0.004028749788261149,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_1_0,4,1,0,moderate,71.7792191792676,78.37207183748899,0.09527677333961464,0.12281167035310124,0.008673002492175518,0.12186993871304072,0.008767422456392499,0.955333271337669,0.13949763018876346,0.007952008076283636,0.9409685350918677,1.070446972390221,3.8879818939846293,0.1280597464183018,0.008464144341617217,0.119632031965446,0.002177001995485805,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_5_5,4,5,5,moderate,99.72890949653964,128.77750431064493,0.11193168597387577,0.16442117809126575,0.014616394594640387,0.16432407286705608,0.014692588631080257,0.9558296887889507,0.20502729519342425,0.012414733866972269,0.8480868080818043,1.070446972390221,3.8879818939846293,0.17792418205058202,0.013907905697564305,0.1662148491608994,0.0035771528975179143,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
4_3_3,4,3,3,moderate,93.44844487467493,188.25822308662856,0.0672265943801199,0.15277147136474628,0.02120519133862684,0.15994244358656193,0.02060476001601539,0.9638063310698702,0.18744410950204302,0.01918542887490203,0.8929857236815277,1.070446972390221,3.8879818939846293,0.16671934148445042,0.020331793409848087,0.15574740812445823,0.005229395085739683,sandy loam,1.89,0.025,0.41,2.25,0.075,-1,good,good,good
